,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33
10,498.8052673,427.3076172,372.8796082,443.8970642,27.18158531,145.5302582,93.356987,862.1730957,547.993103,1721.394653,80.75408936,247.2653503,405.796875,205.8427429,414.7049255,5.392793179,6.935325146,278.0052795,272.1174011,127.4785614,543.6117554,229.7938995,214.7153931,249.9998474,186.5079346,120.165184,246.1983795,187.1329651,219.0560303,7.238757133,891.8057251,-170.1490021,89.39491272,223.626709,105.0295486,-294.4563904,270.817749,-592.8640747,-107.3891678,-942.8865356,350.0224304,530.3356934,240.933609,324.492981,259.8104858,254.4177094,213.6538086,213.6538086,661.3059082,553.916687,275.911438,-244.8383331,-273.1649475,227.6116333,294.1856689,-143.3392029,-101.4991379,-2.182260513,24.9993248,-44.18581772,11.87859249,347.6975098,-205.3863831,-250.5977173,-392.5193481
11,127.4149551,264.8756714,116.6710968,417.889679,96.40583801,227.2980804,393.9119873,514.4630127,929.4511719,2422.238281,81.5378952,286.9944153,432.3796692,204.1907806,468.1229248,5.494902611,7.052633286,297.9885864,299.6881104,146.1749878,618.4463501,244.2869263,247.2077179,274.5744019,196.855896,131.4226227,220.0263672,183.8648376,240.1589813,7.597826004,916.5530396,90.23631287,-171.7742004,171.4541626,46.19711685,-558.8067017,443.266449,-933.3973389,-57.78902054,-1229.779175,296.3818054,540.3028564,644.5585327,336.1120911,164.3709717,158.8760681,132.4378357,132.4378357,902.3815918,844.5925293,546.6039429,-279.3348999,83.88562012,170.7987823,271.5663452,-297.0914612,17.75656891,-73.48814392,22.91769409,3.008054256,243.2532196,202.2697906,-23.00872612,-67.43047333,-206.8735657
12,812.3222046,373.0665283,69.97718811,72.77029419,408.6343079,36.94959641,8.245117188,637.3389282,801.8965454,2731.199707,96.50901794,341.0874023,447.5319519,244.9235229,468.2822571,5.391825199,8.465511322,281.7593689,304.0636902,150.2056732,642.7145996,270.228302,224.7571716,281.3295288,227.1526337,122.518486,265.6527405,200.6784668,264.4435425,7.583966732,1097.120728,-73.5512619,-22.95775795,294.1733398,444.5976257,-610.6181641,563.7041016,-1013.050476,-45.09964752,-1395.187378,382.1369019,654.6426392,673.7857056,409.7191467,323.573761,318.1819458,186.5332642,186.5332642,1038.386719,993.2870483,711.5276489,-423.2341919,499.9671021,78.65213013,252.078949,-413.4984436,-9.735754967,-191.5761566,217.0581512,29.2505703,225.690094,275.3885193,-61.86648941,-110.3504105,-262.5449524
13,711.9799194,576.144165,348.1462708,129.6063843,613.3043213,564.6110229,107.3931046,515.4827881,877.4715576,1554.554077,92.33852386,306.0358582,470.6375122,232.0027618,513.9041748,6.208376884,8.626247406,312.2155762,319.3425903,126.4425049,724.7236938,262.4267883,231.1758728,308.3600769,188.9764862,117.8106384,247.0675964,177.1703033,273.3197937,8.338088989,1071.57019,-128.6205139,36.28199387,306.3084106,277.0509949,-250.8127289,251.0852814,-552.2644653,-169.1857452,-916.5383911,364.2739258,545.65802,84.01959229,313.6552429,164.0250244,157.8166504,288.0720825,288.0720825,651.5374756,482.3517456,170.1361694,-20.22480583,246.9710236,-331.5835266,-44.36911774,-124.6427689,104.4179688,-594.0103149,19.29402161,352.729187,195.4676208,142.6496429,-11.09415436,-53.89849854,-188.2644501
14,723.6278687,141.8273926,622.21875,159.6315155,542.6445313,341.6579895,304.5742798,717.7467041,263.2411194,2327.769287,95.61445618,328.645813,510.6268921,237.4632416,538.5789185,5.533732414,8.575558662,325.1903076,299.9819946,167.6322021,730.3409424,278.869812,215.8759003,295.6730957,214.914856,137.2082977,274.4614868,207.7589569,265.5937195,9.758099556,996.6411133,-388.9759521,293.3614807,288.3348389,46.31705475,-265.618042,225.3070831,-645.8466187,-130.3983459,-1156.235962,510.3893738,711.2250366,450.5501404,473.7617798,445.5722046,440.0384827,70.91369629,70.91369629,583.802002,453.403656,128.2133331,-26.37563324,-51.50935745,-164.3135986,70.42992401,-57.67488861,31.29925346,-443.1834106,99.46110535,225.2431793,135.9764862,243.1622162,-97.09973907,-147.2942963,-304.8586731
15,571.8240967,283.3963013,34.29363251,132.8127136,224.3086853,487.8145447,235.1171722,401.4679565,691.9782104,2923.120117,97.28579712,297.0437927,456.2930298,222.1788025,546.2532349,6.380895138,8.160839081,299.1289673,318.3873596,144.4585419,607.78125,280.6967468,209.5297241,338.5837708,221.3310852,139.056839,258.1571655,209.5104828,257.7109985,7.977959156,1060.226074,-92.30764008,-4.97815752,169.5682068,309.9482422,-643.0895386,515.6139526,-1033.408569,-65.9740448,-1473.048218,439.6396179,708.399353,733.6946411,486.2205811,379.6069336,373.2260437,141.6981506,141.6981506,1008.930054,942.9560547,643.8270264,-231.9221802,440.6748657,-33.42120361,150.1082153,-371.155426,139.2332458,-314.1179504,-89.80926514,188.4755707,323.734314,118.9239273,58.18564224,7.567906857,-151.3248444
16,672.6419678,619.647522,633.0755005,395.0228271,392.006134,459.8059998,379.8828735,165.2013702,968.0667114,738.8449097,95.36097717,272.8325806,464.8465271,224.9107208,432.5369263,5.214988232,7.241511822,290.4852295,277.0822144,134.115921,606.7067261,219.9962311,195.9463196,263.7434692,199.4529877,109.2814026,246.3927917,210.2295837,240.6064453,7.696167946,919.5161133,-76.99268341,-18.36829185,404.731842,190.9174652,-35.91071701,167.8099976,-296.1043396,-204.6528931,-546.9655151,250.8611603,381.6191711,-197.4359283,156.7084503,-24.9672966,-30.18228531,309.823761,309.823761,414.9701233,210.317215,-80.16799927,236.2674561,-421.3915405,-190.2862549,18.16012573,-33.69406509,269.9615173,-410.2824707,-18.27634048,245.5833435,371.3473511,-23.56872559,168.2130737,117.4216003,-42.01652145
17,999.9234009,431.5601196,392.9421997,466.9423523,428.2227783,488.1356201,455.3518677,352.1016541,706.0855103,1072.948975,90.65175629,274.2350464,458.0910645,205.3997955,499.8375854,6.605888844,8.075422287,267.8233337,319.8807373,131.1755524,686.0797729,239.2820892,230.4506531,311.4015198,216.6949463,126.9524231,268.0272217,200.8088531,226.4456329,8.98225975,1017.313049,-292.46698,201.8152161,582.6447754,124.8116455,47.11328888,261.2964783,-281.3456421,-129.6321411,-631.2365723,349.8909302,471.3646851,-38.63447189,265.9648743,116.0182037,109.4123154,215.7800598,215.7800598,384.8502197,255.2180939,-12.60522652,-23.45702362,-173.8047791,-190.9436188,55.71946335,-130.1209106,106.663887,-430.225708,-2.00293088,255.6820526,363.4685669,161.363327,61.83412552,13.31870556,-138.9747314
18,774.6998901,520.0908813,38.4319191,293.4670105,390.9397583,216.2678833,65.12840271,83.27706146,509.7112732,2646.268555,90.79483795,267.9456482,437.3824463,209.6523743,526.708313,6.46856308,6.87182951,327.1679382,299.9824219,139.819046,586.3175659,248.5249786,209.2786713,264.248291,220.5129089,130.4359894,237.7095795,194.9681091,236.0189514,8.339862823,889.1342773,-89.40161133,-1.393228769,121.4871368,563.8111572,-658.5338745,512.0753784,-985.0556641,-110.8606873,-1419.141235,434.0856018,689.5599365,529.2276001,479.9075317,387.2848206,380.8162537,260.0454407,260.0454407,1042.446655,931.5859375,604.4179688,-64.82740021,254.4186554,-31.2742424,146.1185303,-372.2563477,307.4289551,-279.7992249,111.1405487,118.1297531,408.4266357,-69.71936798,197.4071503,150.3028564,2.439038277
19,935.2813721,720.2376099,482.3344116,217.9095459,215.9848633,529.3912964,142.8424225,76.76522064,416.4501648,3335.036133,112.1815109,349.3671265,579.4533691,263.9935303,597.9558716,6.782376766,9.806379318,351.1776733,375.9268188,188.5808411,798.9558105,313.0335083,283.9535828,360.5710449,252.6454163,163.7938995,321.5858459,225.7228699,297.3102112,9.582271576,1209.853149,-257.0350037,144.8534851,74.9230957,603.3232422,-844.2833252,569.8392944,-1224.74292,-198.9936676,-1824.010376,599.267395,918.013916,583.4296875,654.0203857,655.3319092,648.5495605,360.1188049,360.1188049,1293.860962,1094.86731,743.6895752,56.86890411,98.7118454,17.5947876,194.5872192,-381.2584534,438.1273499,-295.4387207,-79.45385742,165.9838257,493.5202637,-116.5415115,250.4012604,195.8666077,24.67838478
20,993.0603638,544.6264038,458.3624573,251.8608398,103.8757782,576.6783447,26.21099281,123.8521423,420.9589233,2114.802734,84.99404144,278.9872437,478.6617737,204.1232452,466.4151306,5.72842741,8.113333702,265.2920837,307.1802063,138.8294525,575.3070679,244.1250153,231.0306549,308.1026611,227.8077545,122.1828537,241.4481201,193.2187805,247.1131897,7.836173534,977.791687,-238.6856232,153.6915894,195.3481903,559.0265503,-444.7901306,361.1510925,-751.1768188,-172.2751007,-1186.097168,434.9204102,644.4875488,276.3817139,440.3643188,408.8695984,403.1411743,272.3132019,272.3132019,812.8947754,640.6196899,375.3276062,100.3593979,-134.9161987,-23.31857491,126.0227737,-222.3216248,322.6810303,-267.4436035,-163.5678101,182.079895,357.4297791,-81.23291016,181.5807495,134.8990784,-11.63803482
21,28.15612411,399.2563171,139.8512726,396.592041,661.5701294,178.5746765,140.1690216,707.1880493,949.0615845,3008.134033,96.39881134,360.7709351,558.3477173,240.1867371,581.9036255,6.920461178,8.371439934,352.2329102,317.6816406,173.0861816,720.8244629,282.6686707,242.4845886,339.1818237,211.0664215,150.1324158,304.6913147,193.8744354,285.0062561,9.600352287,1173.122192,38.254673,-134.6534882,-89.01517487,155.4259796,-764.4710693,314.6849365,-1137.095459,-185.7233582,-1583.809082,446.7136536,741.0112915,673.7134399,500.8245239,365.634552,358.7141113,199.6281586,199.6281586,1064.598389,878.875,526.6420898,0.388991535,184.3811646,-135.4112244,159.6014709,-141.5987701,141.9877625,-418.079895,243.4902649,179.5803528,84.52857971,162.7035522,-90.73366547,-137.5737305,-284.6080933
22,835.0365601,229.1807556,634.2171021,136.890686,531.6576538,396.5379944,380.2453003,201.0810089,84.17967224,2223.519043,85.96950531,275.8438416,478.1965027,207.9273376,459.3022766,5.251140594,8.736974716,270.5613403,281.0960083,152.6344452,642.8406982,263.0647583,231.955307,270.3181458,208.5797577,108.0746613,247.882431,198.1354218,264.8219299,8.263123512,983.09021,-447.6389465,361.6694641,216.3735657,171.0240326,-308.9265442,249.4562531,-632.0582886,-155.064743,-1142.7229,510.6646423,699.0571899,373.4758606,491.1298523,542.4921875,537.2410889,114.5903778,114.5903778,593.9196167,438.8548889,168.2935791,178.322052,-128.2670746,-192.5332031,29.67577171,-96.82180786,275.1438599,-455.5979614,76.05970764,240.6423798,342.6895752,-27.26142693,154.8729248,107.0034027,-43.26250076
23,347.0722961,684.8235474,605.3996582,195.3468018,72.77720642,291.4496765,527.4690552,31.83388901,502.7553406,2218.167725,83.32990265,278.6260376,409.1761475,231.5329285,457.8529053,5.610769749,7.530215263,259.3141479,287.5189209,141.8292236,656.7611694,258.1574097,203.668396,303.5310364,193.7071838,128.7901917,255.3467712,186.0185394,227.1799316,9.033463478,892.5799561,-108.5098038,25.17990112,112.5383987,126.024086,-601.8673096,435.7796936,-855.1737671,-155.8697205,-1265.845703,410.6719971,648.9692993,294.3191833,417.4364014,370.2554932,364.6447144,342.4117737,342.4117737,971.6124878,815.7427979,556.4286499,11.76511955,-143.9853516,143.2882233,257.8417053,-293.9504395,305.7155762,-114.8691788,-42.09196854,45.68932724,459.7859802,-50.36880493,213.1533356,168.2112579,27.13479042
24,918.1984863,677.5898438,573.5055542,458.7165527,432.8580017,303.1376343,15.60764599,25.0997963,806.9219971,1181.04895,82.49362183,286.293335,446.8852844,196.7320251,463.5897522,6.168254375,6.844563007,273.1463013,265.2003174,137.6156158,615.9873657,243.32901,193.0722961,267.8373108,181.051239,114.9522095,233.3688202,192.6158295,267.7533569,8.321246147,909.4266968,-79.23123932,-3.262378454,282.6767273,556.2904663,-242.2775421,238.6609344,-476.2080078,-212.9548187,-784.6876831,308.4796753,463.7773743,-75.73738098,267.0453491,111.9352951,105.7670441,338.7949219,338.7949219,595.0079346,382.0531006,108.9068069,291.6982422,-416.2347412,-116.4876938,84.73067474,-101.0453186,392.7435608,-359.8167114,73.04129028,183.1066437,390.8468933,-159.3747253,240.9026947,194.3667145,48.28686142
25,930.5731812,234.9653168,383.1408386,409.4987183,359.749054,182.1915741,407.3605042,394.5029297,676.7549438,1847.468384,91.59065247,278.5635071,469.9606934,230.9448242,492.7222595,5.798195362,7.706898689,309.0756836,320.1799011,142.8916016,636.7836914,246.7958069,255.830368,246.9890594,216.3206024,118.7662277,255.8857727,198.6304016,255.7140961,9.146663666,1035.908569,-247.7830963,156.1924438,508.9411316,173.8489685,-155.7564392,386.1340637,-557.2824097,-68.43470764,-932.5072021,375.2247925,557.2016602,348.6128845,326.2568054,208.7593689,202.9611664,117.4826584,117.4826584,575.8713379,507.436615,198.3609161,-173.6377563,-155.8558502,28.46238327,179.2122498,-243.2424469,69.60469055,-218.3334351,141.4156036,67.77680969,364.888855,186.2810822,53.91533279,5.926226139,-144.7150726
26,532.6565552,330.3344116,471.4323425,432.4989014,608.0986328,228.182724,347.6041565,498.6453857,421.4202576,1679.908813,79.77887726,292.177063,463.1265259,207.3356781,492.8088074,6.653570652,7.717442513,283.4309998,295.9743652,153.4345093,606.9520874,241.1376648,219.4993134,263.6072388,194.1025696,119.3180084,224.7905273,169.1860809,264.7252197,8.658140182,956.3676147,-296.4638672,216.6849823,225.8284912,10.36423779,-198.3623657,132.0137939,-482.6696472,-178.8192291,-915.1750488,432.5054016,592.5550537,163.5206146,385.2193604,324.9159546,318.2623901,165.1672058,165.1672058,486.1376038,307.3183594,23.88734627,136.9293213,-296.9791565,-178.9162903,66.8791275,21.42070198,115.5086136,-420.0539551,188.0446777,196.7281036,163.8658295,109.2819138,-11.9293642,-52.80472183,-181.115448
27,919.5023193,232.4579163,80.62255096,392.0333557,249.5524292,132.2090149,106.094986,722.0073242,109.0980377,2671.897705,86.58358002,269.1309814,450.2192078,183.930542,509.1023254,5.650052071,7.853338242,301.5987854,313.197052,136.3012543,632.6737061,249.9031067,222.7814789,284.601593,189.6526184,119.1053391,228.4003601,176.8213806,250.3576813,8.384437561,989.2268677,-412.0898438,325.5062561,285.4914856,221.92099,-415.4460449,431.8065186,-813.1321411,-52.53313065,-1332.530396,519.3982544,733.9072266,597.0757446,549.9766846,560.272583,554.6225586,116.2289581,116.2289581,821.6803589,769.1472168,467.5484009,-381.1911621,160.0177917,114.1014938,261.4232483,-295.5052795,-85.68590546,-135.8016205,113.7508087,23.17834473,138.3633575,314.0862732,-126.0541,-168.7741394,-302.8754883
28,634.4753418,701.9133301,183.5666962,68.08332825,83.88842773,381.5927429,169.9373779,448.524231,505.9840393,2457.845215,80.31096649,295.6610413,472.2050476,240.5773163,447.2641602,6.286310196,7.052005291,289.0366821,309.4222412,133.9073792,567.9995728,247.8345642,203.2287445,299.6637878,202.2207642,115.2598877,256.0604553,175.9337616,265.6540527,7.860145092,1012.371887,-160.4460907,80.13513184,172.3871918,301.6420593,-612.2357788,488.9619141,-948.9124756,-135.5283356,-1379.616211,430.7037354,689.6768188,380.6921692,449.0994873,432.539032,426.2527466,350.956665,350.956665,1075.553467,940.0252075,650.9884644,-260.0292664,316.3495789,79.76786041,205.4780884,-355.0545349,95.02526093,-168.0667114,-84.17827606,94.18570709,269.3586731,161.035202,17.78459549,-24.72100067,-158.1491699
29,537.588562,667.8759155,246.77948,309.3773193,416.7116089,35.51616287,390.4723511,533.0182495,480.5762634,2782.748535,105.7943573,339.7840576,491.1835327,226.4061584,528.4051514,6.441396236,7.42051506,331.7268372,339.2019958,167.9818878,742.8911133,281.6917114,257.1615906,285.5058594,227.2217407,133.7150421,252.2548523,216.028244,269.3578796,9.389344215,1181.101196,-263.3173828,157.5230103,162.7658997,111.5052872,-661.984436,484.9662781,-1010.324341,-142.8436279,-1529.541748,519.2174683,785.0371094,458.7802124,558.6309814,549.4432983,543.0018921,333.9379578,333.9379578,1119.235596,976.3919678,644.6651611,-253.4025879,186.7343292,100.9610519,271.1703491,-316.9844055,63.58182907,-180.7306671,235.9809265,14.33551884,274.7559204,188.6730194,2.280132055,-49.91228867,-213.7481079
30,510.4084473,503.6237488,595.1518555,171.8283539,674.9751587,495.7830505,427.4224243,771.8381958,230.7037964,2596.027832,109.1293564,359.0829773,559.4915161,243.9703064,582.1487427,7.581813812,9.523112297,370.6278992,369.0079956,170.6460114,752.9475098,306.3775024,292.0712891,334.9211121,251.5885162,160.6344757,330.7732849,224.2128296,334.0496826,10.21974087,1198.757324,-449.498291,340.368927,98.7768631,-37.86668396,-466.1269531,205.8208313,-798.2675781,-227.3509216,-1413.099365,614.8318481,846.5535278,326.1551819,602.583252,635.2663574,627.6845703,251.8118744,251.8118744,820.2558594,592.9049072,222.2770081,104.6900024,-14.03264141,-265.1368713,27.74849892,-35.17481232,139.8648224,-571.5143433,103.4608154,307.1726074,137.9672241,190.9084625,-79.70294189,-133.872757,-303.9157715
31,353.4978943,466.0171204,106.3398209,321.447876,656.7664185,479.7084045,332.9688721,627.5938721,852.0322266,1635.565552,89.94013214,304.8474426,482.4582214,205.3726807,536.1938477,6.444943428,7.282404423,311.6847229,334.6340332,139.7380981,611.2888184,260.0576477,224.4207306,275.2756042,227.7131348,125.6091309,253.2348938,214.7251282,249.4381256,8.1922369,963.3859863,-71.38063049,-18.55949593,237.751358,44.36589813,-271.158783,204.0626984,-582.8376465,-170.7793732,-932.6662598,349.8286133,528.0961304,166.6109009,322.7234802,136.3582153,129.913269,233.0085602,233.0085602,625.3456421,454.5662537,142.8815155,1.467181802,183.5011292,-323.2067566,-53.51409912,-64.32460022,65.79178619,-583.2644043,73.50204468,328.7897034,149.6216278,187.4431,-55.77650833,-107.6540985,-270.5016479
32,28.27275085,613.7655029,149.4627228,12.51277924,564.3418579,389.214386,282.416626,520.3641357,1066.301514,2363.549805,85.54528046,312.8414001,458.9379272,221.7843323,481.4457092,6.058393955,8.015851974,320.6126404,334.5770569,156.5837555,598.4247437,270.7445374,218.1441803,302.0644836,223.6584167,134.4326324,297.9809875,216.8118744,288.9470825,8.516368866,1044.074341,140.5282745,-226.0735626,-0.080451429,168.8814697,-702.9341431,390.0122681,-1001.012268,-160.8598175,-1326.317383,325.3050842,587.8297119,440.8862915,366.0453796,209.9047394,203.8463593,306.8827515,306.8827515,1046.635864,885.776123,565.1634521,-43.25976563,436.4492493,-208.3440247,45.74095154,-233.4285278,190.1687622,-479.088562,85.25332642,256.3235474,227.639679,107.8122253,18.8882885,-33.49346161,-197.923584
33,570.0112305,500.6064148,95.49988556,101.1728821,296.442688,551.3340454,287.0556641,636.0519409,206.1126251,2630.929443,92.69084167,295.7354736,516.3135986,206.9779053,496.0172424,6.044769287,7.432099819,273.0863342,291.6524353,142.7580566,587.7840576,261.5634155,267.9855652,318.4638367,203.9455566,124.1168442,237.4236908,204.1868744,241.5923157,8.554764748,1090.891235,-376.5857544,283.8948975,125.5384064,67.8870697,-522.6386108,352.4415283,-879.9077759,-159.0444183,-1417.483398,537.5756226,772.3479614,432.543335,565.3700562,606.9284058,600.883667,250.3032074,250.3032074,925.7176514,766.6732178,493.5869141,-189.4128723,391.1112671,-100.1222076,100.3582687,-209.6834717,20.27060127,-361.6856079,-65.24293518,218.1055603,150.9971771,217.1530914,-70.47060394,-119.8021545,-274.6574707
